label	value
Moravice, okr. Opava	opava/moravice
Třebom, okr. Opava	opava/trebom
Čavisov, okr. Ostrava-město	ostrava-mesto/cavisov
Modlíkov, okr. Havlíčkův Brod	havlickuv-brod/modlikov
Císařov, okr. Přerov	prerov/cisarov
Křenovice, okr. Přerov	prerov/krenovice
Nová Ves u Leštiny, okr. Havlíčkův Brod	havlickuv-brod/nova-ves-u-lestiny
Nová Ves u Chotěboře, okr. Havlíčkův Brod	havlickuv-brod/nova-ves-u-chotebore
Bohuslávky, okr. Přerov	prerov/bohuslavky
Okrouhlice, okr. Havlíčkův Brod	havlickuv-brod/okrouhlice
Grymov, okr. Přerov	prerov/grymov
Olešenka, okr. Havlíčkův Brod	havlickuv-brod/olesenka
Olešná, okr. Havlíčkův Brod	havlickuv-brod/olesna
Oudoleň, okr. Havlíčkův Brod	havlickuv-brod/oudolen
Ovesná Lhota, okr. Havlíčkův Brod	havlickuv-brod/ovesna-lhota
Pavlov, okr. Havlíčkův Brod	havlickuv-brod/pavlov
Dolní Nětčice, okr. Přerov	prerov/dolni-netcice
Hlinsko, okr. Přerov	prerov/hlinsko
Horní Nětčice, okr. Přerov	prerov/horni-netcice
Kladníky, okr. Přerov	prerov/kladniky
Pohled, okr. Havlíčkův Brod	havlickuv-brod/pohled
Chromeč, okr. Šumperk	sumperk/chromec
Prosíčka, okr. Havlíčkův Brod	havlickuv-brod/prosicka
Přibyslav, okr. Havlíčkův Brod	havlickuv-brod/pribyslav
Ostružná, okr. Jeseník	jesenik/ostruzna
Příseka, okr. Havlíčkův Brod	havlickuv-brod/priseka
Česká Ves, okr. Jeseník	jesenik/ceska-ves
Radostín, okr. Havlíčkův Brod	havlickuv-brod/radostin
Krchleby, okr. Šumperk	sumperk/krchleby
Mírov, okr. Šumperk	sumperk/mirov
Rozsochatec, okr. Havlíčkův Brod	havlickuv-brod/rozsochatec
Rušinov, okr. Havlíčkův Brod	havlickuv-brod/rusinov
Rybníček, okr. Havlíčkův Brod	havlickuv-brod/rybnicek
Sázavka, okr. Havlíčkův Brod	havlickuv-brod/sazavka
Bratrušov, okr. Šumperk	sumperk/bratrusov
Vikýřovice, okr. Šumperk	sumperk/vikyrovice
Velké Kunětice, okr. Jeseník	jesenik/velke-kunetice
Skryje, okr. Havlíčkův Brod	havlickuv-brod/skryje
Skuhrov, okr. Havlíčkův Brod	havlickuv-brod/skuhrov
Slavíkov, okr. Havlíčkův Brod	havlickuv-brod/slavikov
Podolí, okr. Vsetín	vsetin/podoli
Horní Lhota, okr. Ostrava-město	ostrava-mesto/horni-lhota
Sobíňov, okr. Havlíčkův Brod	havlickuv-brod/sobinov
Milotice nad Opavou, okr. Bruntál	bruntal/milotice-nad-opavou
Stříbrné Hory, okr. Havlíčkův Brod	havlickuv-brod/stribrne-hory
Horní Újezd, okr. Přerov	prerov/horni-ujezd
Nové Heřminovy, okr. Bruntál	bruntal/nove-herminovy
Světlá nad Sázavou, okr. Havlíčkův Brod	havlickuv-brod/svetla-nad-sazavou
Oborná, okr. Bruntál	bruntal/oborna
Šlapanov, okr. Havlíčkův Brod	havlickuv-brod/slapanov
Štoky, okr. Havlíčkův Brod	havlickuv-brod/stoky
Býkov-Láryšov, okr. Bruntál	bruntal/bykov-larysov
Tis, okr. Havlíčkův Brod	havlickuv-brod/tis
Trpišovice, okr. Havlíčkův Brod	havlickuv-brod/trpisovice
Sviadnov, okr. Frýdek-Místek	frydek-mistek/sviadnov
Uhelná Příbram, okr. Havlíčkův Brod	havlickuv-brod/uhelna-pribram
Úsobí, okr. Havlíčkův Brod	havlickuv-brod/usobi
Hladké Životice, okr. Nový Jičín	novy-jicin/hladke-zivotice
Vepříkov, okr. Havlíčkův Brod	havlickuv-brod/veprikov
Veselý Žďár, okr. Havlíčkův Brod	havlickuv-brod/vesely-zdar
Věž, okr. Havlíčkův Brod	havlickuv-brod/vez
Věžnice, okr. Havlíčkův Brod	havlickuv-brod/veznice
Vilémov, okr. Havlíčkův Brod	havlickuv-brod/vilemov
Vilémovice, okr. Havlíčkův Brod	havlickuv-brod/vilemovice
Vlkanov, okr. Havlíčkův Brod	havlickuv-brod/vlkanov
Vrchy, okr. Nový Jičín	novy-jicin/vrchy
Trnávka, okr. Nový Jičín	novy-jicin/trnavka
Suchonice, okr. Olomouc	olomouc/suchonice
Ždírec nad Doubravou, okr. Havlíčkův Brod	havlickuv-brod/zdirec-nad-doubravou
Horní Loděnice, okr. Olomouc	olomouc/horni-lodenice
Žižkovo Pole, okr. Havlíčkův Brod	havlickuv-brod/zizkovo-pole
Hradec Králové, okr. Hradec Králové	hradec-kralove/hradec-kralove
Babice, okr. Hradec Králové	hradec-kralove/babice
Barchov, okr. Hradec Králové	hradec-kralove/barchov
Lužice, okr. Olomouc	olomouc/luzice
Běleč nad Orlicí, okr. Hradec Králové	hradec-kralove/belec-nad-orlici
Benátky, okr. Hradec Králové	hradec-kralove/benatky
Blešno, okr. Hradec Králové	hradec-kralove/blesno
Boharyně, okr. Hradec Králové	hradec-kralove/boharyne
Dobroslavice, okr. Opava	opava/dobroslavice
Chvalíkovice, okr. Opava	opava/chvalikovice
Černilov, okr. Hradec Králové	hradec-kralove/cernilov
Černožice, okr. Hradec Králové	hradec-kralove/cernozice
Čistěves, okr. Hradec Králové	hradec-kralove/cisteves
Divec, okr. Hradec Králové	hradec-kralove/divec
Čermná ve Slezsku, okr. Opava	opava/cermna-ve-slezsku
Dobřenice, okr. Hradec Králové	hradec-kralove/dobrenice
Dohalice, okr. Hradec Králové	hradec-kralove/dohalice
Dolní Přím, okr. Hradec Králové	hradec-kralove/dolni-prim
Habřina, okr. Hradec Králové	hradec-kralove/habrina
Hlušice, okr. Hradec Králové	hradec-kralove/hlusice
Hněvčeves, okr. Hradec Králové	hradec-kralove/hnevceves
Holohlavy, okr. Hradec Králové	hradec-kralove/holohlavy
Větřkovice, okr. Opava	opava/vetrkovice
Hořiněves, okr. Hradec Králové	hradec-kralove/horineves
Hrádek, okr. Hradec Králové	hradec-kralove/hradek
Špičky, okr. Přerov	prerov/spicky
Týn nad Bečvou, okr. Přerov	prerov/tyn-nad-becvou
Humburky, okr. Hradec Králové	hradec-kralove/humburky
Vyšehoří, okr. Šumperk	sumperk/vysehori
Chlumec nad Cidlinou, okr. Hradec Králové	hradec-kralove/chlumec-nad-cidlinou
Šléglov, okr. Šumperk	sumperk/sleglov
Chudeřice, okr. Hradec Králové	hradec-kralove/chuderice
Jeníkovice, okr. Hradec Králové	hradec-kralove/jenikovice
Drozdov, okr. Šumperk	sumperk/drozdov
Káranice, okr. Hradec Králové	hradec-kralove/karanice
Klamoš, okr. Hradec Králové	hradec-kralove/klamos
Kosice, okr. Hradec Králové	hradec-kralove/kosice
Kosičky, okr. Hradec Králové	hradec-kralove/kosicky
Králíky, okr. Hradec Králové	hradec-kralove/kraliky
Kratonohy, okr. Hradec Králové	hradec-kralove/kratonohy
Kunčice, okr. Hradec Králové	hradec-kralove/kuncice
Lejšovka, okr. Hradec Králové	hradec-kralove/lejsovka
Lhota pod Libčany, okr. Hradec Králové	hradec-kralove/lhota-pod-libcany
Libčany, okr. Hradec Králové	hradec-kralove/libcany
Libníkovice, okr. Hradec Králové	hradec-kralove/libnikovice
Librantice, okr. Hradec Králové	hradec-kralove/librantice
Libřice, okr. Hradec Králové	hradec-kralove/librice
Stavenice, okr. Šumperk	sumperk/stavenice
Lišice, okr. Hradec Králové	hradec-kralove/lisice
Lodín, okr. Hradec Králové	hradec-kralove/lodin
Lochenice, okr. Hradec Králové	hradec-kralove/lochenice
Lovčice, okr. Hradec Králové	hradec-kralove/lovcice
Zborov, okr. Šumperk	sumperk/zborov
Janová, okr. Vsetín	vsetin/janova
Lužany, okr. Hradec Králové	hradec-kralove/luzany
Lužec nad Cidlinou, okr. Hradec Králové	hradec-kralove/luzec-nad-cidlinou
Ústí, okr. Vsetín	vsetin/usti
Měník, okr. Hradec Králové	hradec-kralove/menik
Mlékosrby, okr. Hradec Králové	hradec-kralove/mlekosrby
Mokrovousy, okr. Hradec Králové	hradec-kralove/mokrovousy
Myštěves, okr. Hradec Králové	hradec-kralove/mysteves
Mžany, okr. Hradec Králové	hradec-kralove/mzany
Neděliště, okr. Hradec Králové	hradec-kralove/nedeliste
Nechanice, okr. Hradec Králové	hradec-kralove/nechanice
Nepolisy, okr. Hradec Králové	hradec-kralove/nepolisy
Nové Město, okr. Hradec Králové	hradec-kralove/nove-mesto
Nový Bydžov, okr. Hradec Králové	hradec-kralove/novy-bydzov
Ohnišťany, okr. Hradec Králové	hradec-kralove/ohnistany
Olešnice, okr. Hradec Králové	hradec-kralove/olesnice
Osice, okr. Hradec Králové	hradec-kralove/osice
Osičky, okr. Hradec Králové	hradec-kralove/osicky
Petrovice, okr. Hradec Králové	hradec-kralove/petrovice
Písek, okr. Hradec Králové	hradec-kralove/pisek
Prasek, okr. Hradec Králové	hradec-kralove/prasek
Praskačka, okr. Hradec Králové	hradec-kralove/praskacka
Předměřice nad Labem, okr. Hradec Králové	hradec-kralove/predmerice-nad-labem
Převýšov, okr. Hradec Králové	hradec-kralove/prevysov
Račice nad Trotinou, okr. Hradec Králové	hradec-kralove/racice-nad-trotinou
Radíkovice, okr. Hradec Králové	hradec-kralove/radikovice
Radostov, okr. Hradec Králové	hradec-kralove/radostov
Roudnice, okr. Hradec Králové	hradec-kralove/roudnice
Prodašice, okr. Mladá Boleslav	mlada-boleslav/prodasice
Ujkovice, okr. Mladá Boleslav	mlada-boleslav/ujkovice
Loukov, okr. Mladá Boleslav	mlada-boleslav/loukov
Bradlec, okr. Mladá Boleslav	mlada-boleslav/bradlec
Sendražice, okr. Hradec Králové	hradec-kralove/sendrazice
Skalice, okr. Hradec Králové	hradec-kralove/skalice
Dalovice, okr. Mladá Boleslav	mlada-boleslav/dalovice
Kosmonosy, okr. Mladá Boleslav	mlada-boleslav/kosmonosy
Skřivany, okr. Hradec Králové	hradec-kralove/skrivany
Vinec, okr. Mladá Boleslav	mlada-boleslav/vinec
Sloupno, okr. Hradec Králové	hradec-kralove/sloupno
Smidary, okr. Hradec Králové	hradec-kralove/smidary
Smiřice, okr. Hradec Králové	hradec-kralove/smirice
Smržov, okr. Hradec Králové	hradec-kralove/smrzov
Obrubce, okr. Mladá Boleslav	mlada-boleslav/obrubce
Sovětice, okr. Hradec Králové	hradec-kralove/sovetice
Stará Voda, okr. Hradec Králové	hradec-kralove/stara-voda
Přepeře, okr. Mladá Boleslav	mlada-boleslav/prepere
Stěžery, okr. Hradec Králové	hradec-kralove/stezery
Dolní Stakory, okr. Mladá Boleslav	mlada-boleslav/dolni-stakory
Stračov, okr. Hradec Králové	hradec-kralove/stracov
Střezetice, okr. Hradec Králové	hradec-kralove/strezetice
Kolomuty, okr. Mladá Boleslav	mlada-boleslav/kolomuty
Tuřice, okr. Mladá Boleslav	mlada-boleslav/turice
Ctiměřice, okr. Mladá Boleslav	mlada-boleslav/ctimerice
Syrovátka, okr. Hradec Králové	hradec-kralove/syrovatka
Šaplava, okr. Hradec Králové	hradec-kralove/saplava
Těchlovice, okr. Hradec Králové	hradec-kralove/techlovice
Pěčice, okr. Mladá Boleslav	mlada-boleslav/pecice
Třebechovice pod Orebem, okr. Hradec Králové	hradec-kralove/trebechovice-pod-orebem
Třesovice, okr. Hradec Králové	hradec-kralove/tresovice
Doubravička, okr. Mladá Boleslav	mlada-boleslav/doubravicka
Kluky, okr. Mladá Boleslav	mlada-boleslav/kluky
Vinary, okr. Hradec Králové	hradec-kralove/vinary
Všestary, okr. Hradec Králové	hradec-kralove/vsestary
Výrava, okr. Hradec Králové	hradec-kralove/vyrava
Vysoká nad Labem, okr. Hradec Králové	hradec-kralove/vysoka-nad-labem
Niměřice, okr. Mladá Boleslav	mlada-boleslav/nimerice
Zachrašťany, okr. Hradec Králové	hradec-kralove/zachrastany
Rokytovec, okr. Mladá Boleslav	mlada-boleslav/rokytovec
Nemyslovice, okr. Mladá Boleslav	mlada-boleslav/nemyslovice
Chrudim, okr. Chrudim	chrudim/chrudim
Kobylnice, okr. Mladá Boleslav	mlada-boleslav/kobylnice
Běstvina, okr. Chrudim	chrudim/bestvina
Bratřínov, okr. Praha-západ	praha-zapad/bratrinov
Bojanov, okr. Chrudim	chrudim/bojanov
Klínec, okr. Praha-západ	praha-zapad/klinec
Bořice, okr. Chrudim	chrudim/borice
Bousov, okr. Chrudim	chrudim/bousov
Bylany, okr. Chrudim	chrudim/bylany
Ctětín, okr. Chrudim	chrudim/ctetin
Kytín, okr. Praha-západ	praha-zapad/kytin
Čankovice, okr. Chrudim	chrudim/cankovice
Zahořany, okr. Praha-západ	praha-zapad/zahorany
České Lhotice, okr. Chrudim	chrudim/ceske-lhotice
Dědová, okr. Chrudim	chrudim/dedova
Roblín, okr. Praha-západ	praha-zapad/roblin
Lichoceves, okr. Praha-západ	praha-zapad/lichoceves
Okoř, okr. Praha-západ	praha-zapad/okor
Svrkyně, okr. Praha-západ	praha-zapad/svrkyne
Úholičky, okr. Praha-západ	praha-zapad/uholicky
Hamry, okr. Chrudim	chrudim/hamry
Heřmanův Městec, okr. Chrudim	chrudim/hermanuv-mestec
Hlinsko, okr. Chrudim	chrudim/hlinsko
Hluboká, okr. Chrudim	chrudim/hluboka
Xaverov, okr. Benešov	benesov/xaverov
Zichovec, okr. Kladno	kladno/zichovec
Vrbičany, okr. Kladno	kladno/vrbicany
Holetín, okr. Chrudim	chrudim/holetin
Honbice, okr. Chrudim	chrudim/honbice
Horka, okr. Chrudim	chrudim/horka
Horní Bradlo, okr. Chrudim	chrudim/horni-bradlo
Hošťalovice, okr. Chrudim	chrudim/hostalovice
Hrochův Týnec, okr. Chrudim	chrudim/hrochuv-tynec
Hroubovice, okr. Chrudim	chrudim/hroubovice
Kutrovice, okr. Kladno	kladno/kutrovice
Neprobylice, okr. Kladno	kladno/neprobylice
Chrast, okr. Chrudim	chrudim/chrast
Chroustovice, okr. Chrudim	chrudim/chroustovice
Líský, okr. Kladno	kladno/lisky
Jenišovice, okr. Chrudim	chrudim/jenisovice
Kameničky, okr. Chrudim	chrudim/kamenicky
Kladno, okr. Chrudim	chrudim/kladno
Zájezd, okr. Kladno	kladno/zajezd
Libovice, okr. Kladno	kladno/libovice
Kočí, okr. Chrudim	chrudim/koci
Kostelec u Heřmanova Městce, okr. Chrudim	chrudim/kostelec-u-hermanova-mestce
Němčice, okr. Kolín	kolin/nemcice
Štíhlice, okr. Praha-východ	praha-vychod/stihlice
Krásné, okr. Chrudim	chrudim/krasne
Krouna, okr. Chrudim	chrudim/krouna
Oplany, okr. Praha-východ	praha-vychod/oplany
Klášterní Skalice, okr. Kolín	kolin/klasterni-skalice
Leština, okr. Ústí nad Orlicí	usti-nad-orlici/lestina
Leštinka, okr. Chrudim	chrudim/lestinka
Kšely, okr. Kolín	kolin/ksely
Libkov, okr. Chrudim	chrudim/libkov
Liboměřice, okr. Chrudim	chrudim/libomerice
Třebonín, okr. Kutná Hora	kutna-hora/trebonin
Lozice, okr. Chrudim	chrudim/lozice
Lukavice, okr. Chrudim	chrudim/lukavice
Luže, okr. Chrudim	chrudim/luze
Libiš, okr. Mělník	melnik/libis
Kozomín, okr. Mělník	melnik/kozomin
Nová Ves u Bakova, okr. Mladá Boleslav	mlada-boleslav/nova-ves-u-bakova
Zdětín, okr. Mladá Boleslav	mlada-boleslav/zdetin
Míčov-Sušice, okr. Chrudim	chrudim/micov-susice
Miřetice, okr. Chrudim	chrudim/miretice
Chudíř, okr. Mladá Boleslav	mlada-boleslav/chudir
Mladoňovice, okr. Chrudim	chrudim/mladonovice
Mukařov, okr. Mladá Boleslav	mlada-boleslav/mukarov
Morašice, okr. Chrudim	chrudim/morasice
Strážiště, okr. Mladá Boleslav	mlada-boleslav/straziste
Nabočany, okr. Chrudim	chrudim/nabocany
Načešice, okr. Chrudim	chrudim/nacesice
Nasavrky, okr. Chrudim	chrudim/nasavrky
Nové Hrady, okr. Ústí nad Orlicí	usti-nad-orlici/nove-hrady
Ptýrov, okr. Mladá Boleslav	mlada-boleslav/ptyrov
Branžež, okr. Mladá Boleslav	mlada-boleslav/branzez
Sudovo Hlavno, okr. Praha-východ	praha-vychod/sudovo-hlavno
Orel, okr. Chrudim	chrudim/orel
Kováň, okr. Mladá Boleslav	mlada-boleslav/kovan
Dobšín, okr. Mladá Boleslav	mlada-boleslav/dobsin
Neveklovice, okr. Mladá Boleslav	mlada-boleslav/neveklovice
Perálec, okr. Chrudim	chrudim/peralec
Kovanec, okr. Mladá Boleslav	mlada-boleslav/kovanec
Vrátno, okr. Mladá Boleslav	mlada-boleslav/vratno
Podhořany u Ronova, okr. Chrudim	chrudim/podhorany-u-ronova
Kyje, okr. Jičín	jicin/kyje
Pokřikov, okr. Chrudim	chrudim/pokrikov
Prachovice, okr. Chrudim	chrudim/prachovice
Proseč, okr. Chrudim	chrudim/prosec
Prosetín, okr. Chrudim	chrudim/prosetin
Předhradí, okr. Chrudim	chrudim/predhradi
Přestavlky, okr. Chrudim	chrudim/prestavlky
Vrbice, okr. Jičín	jicin/vrbice
Kozojedy, okr. Jičín	jicin/kozojedy
Sekeřice, okr. Jičín	jicin/sekerice
Raná, okr. Chrudim	chrudim/rana
Ronov nad Doubravou, okr. Chrudim	chrudim/ronov-nad-doubravou
Rosice, okr. Chrudim	chrudim/rosice
Slavhostice, okr. Jičín	jicin/slavhostice
Želivsko, okr. Svitavy	svitavy/zelivsko
Řepníky, okr. Ústí nad Orlicí	usti-nad-orlici/repniky
Řestoky, okr. Chrudim	chrudim/restoky
Seč, okr. Chrudim	chrudim/sec
Řídký, okr. Svitavy	svitavy/ridky
Skuteč, okr. Chrudim	chrudim/skutec
Březinky, okr. Svitavy	svitavy/brezinky
Slatiňany, okr. Chrudim	chrudim/slatinany
Sobětuchy, okr. Chrudim	chrudim/sobetuchy
Hartinkov, okr. Svitavy	svitavy/hartinkov
Vrážné, okr. Svitavy	svitavy/vrazne
Stradouň, okr. Ústí nad Orlicí	usti-nad-orlici/stradoun
Střemošice, okr. Chrudim	chrudim/stremosice
Studnice, okr. Chrudim	chrudim/studnice
Svídnice, okr. Chrudim	chrudim/svidnice
Svratouch, okr. Chrudim	chrudim/svratouch
Desná, okr. Svitavy	svitavy/desna
Horní Újezd, okr. Svitavy	svitavy/horni-ujezd
Poříčí u Litomyšle, okr. Svitavy	svitavy/porici-u-litomysle
Tisovec, okr. Chrudim	chrudim/tisovec
Trhová Kamenice, okr. Chrudim	chrudim/trhova-kamenice
Trojovice, okr. Chrudim	chrudim/trojovice
Třemošnice, okr. Chrudim	chrudim/tremosnice
Tuněchody, okr. Chrudim	chrudim/tunechody
Nová Ves u Jarošova, okr. Svitavy	svitavy/nova-ves-u-jarosova
Úhřetice, okr. Chrudim	chrudim/uhretice
Vápenný Podol, okr. Chrudim	chrudim/vapenny-podol
Včelákov, okr. Chrudim	chrudim/vcelakov
Vejvanovice, okr. Chrudim	chrudim/vejvanovice
Vinary, okr. Ústí nad Orlicí	usti-nad-orlici/vinary
Vítanov, okr. Chrudim	chrudim/vitanov
Vojtěchov, okr. Chrudim	chrudim/vojtechov
Biskupice, okr. Svitavy	svitavy/biskupice
Vortová, okr. Chrudim	chrudim/vortova
Vrbatův Kostelec, okr. Chrudim	chrudim/vrbatuv-kostelec
Všeradov, okr. Chrudim	chrudim/vseradov
Vysočina, okr. Chrudim	chrudim/vysocina
Banín, okr. Svitavy	svitavy/banin
Zaječice, okr. Chrudim	chrudim/zajecice
Bělá nad Svitavou, okr. Svitavy	svitavy/bela-nad-svitavou
Kukle, okr. Svitavy	svitavy/kukle
Nová Sídla, okr. Svitavy	svitavy/nova-sidla
Tržek, okr. Svitavy	svitavy/trzek
Útěchov, okr. Svitavy	svitavy/utechov
Borušov, okr. Svitavy	svitavy/borusov
Žumberk, okr. Chrudim	chrudim/zumberk
Jičín, okr. Jičín	jicin/jicin
Bašnice, okr. Jičín	jicin/basnice
Běchary, okr. Jičín	jicin/bechary
Dětřichov u Moravské Třebové, okr. Svitavy	svitavy/detrichov-u-moravske-trebove
Hradec nad Svitavou, okr. Svitavy	svitavy/hradec-nad-svitavou
Boháňka, okr. Jičín	jicin/bohanka
Javorník, okr. Svitavy	svitavy/javornik
Opatovec, okr. Svitavy	svitavy/opatovec
Chmelík, okr. Svitavy	svitavy/chmelik
Karle, okr. Svitavy	svitavy/karle
Tetín, okr. Jičín	jicin/tetin
Chrtníky, okr. Pardubice	pardubice/chrtniky
Bystřice, okr. Jičín	jicin/bystrice
Cerekvice nad Bystřicí, okr. Jičín	jicin/cerekvice-nad-bystrici
Časy, okr. Pardubice	pardubice/casy
Malé Výkleky, okr. Pardubice	pardubice/male-vykleky
Češov, okr. Jičín	jicin/cesov
Dětenice, okr. Jičín	jicin/detenice
Dobrá Voda u Hořic, okr. Jičín	jicin/dobra-voda-u-horic
Lány u Dašic, okr. Pardubice	pardubice/lany-u-dasic
Pravy, okr. Pardubice	pardubice/pravy
Křičeň, okr. Pardubice	pardubice/kricen
Němčice, okr. Pardubice	pardubice/nemcice
Újezd u Sezemic, okr. Pardubice	pardubice/ujezd-u-sezemic
Černá u Bohdanče, okr. Pardubice	pardubice/cerna-u-bohdance
Holín, okr. Jičín	jicin/holin
Holovousy, okr. Jičín	jicin/holovousy
Hořice, okr. Jičín	jicin/horice
Stéblová, okr. Pardubice	pardubice/steblova
Plch, okr. Pardubice	pardubice/plch
Podůlšany, okr. Pardubice	pardubice/podulsany
Chomutice, okr. Jičín	jicin/chomutice
Dubany, okr. Pardubice	pardubice/dubany
Třebosice, okr. Pardubice	pardubice/trebosice
Jeřice, okr. Jičín	jicin/jerice
Jičíněves, okr. Jičín	jicin/jicineves
Holotín, okr. Pardubice	pardubice/holotin
Sovolusky, okr. Pardubice	pardubice/sovolusky
Morašice, okr. Pardubice	pardubice/morasice
Kněžnice, okr. Jičín	jicin/kneznice
Konecchlumí, okr. Jičín	jicin/konecchlumi
Kopidlno, okr. Jičín	jicin/kopidlno
Neratov, okr. Pardubice	pardubice/neratov
Lískovice, okr. Jičín	jicin/liskovice
Lázně Bělohrad, okr. Jičín	jicin/lazne-belohrad
Libáň, okr. Jičín	jicin/liban
Libošovice, okr. Jičín	jicin/libosovice
Libuň, okr. Jičín	jicin/libun
Starý Bydžov, okr. Hradec Králové	hradec-kralove/stary-bydzov
Lukavec u Hořic, okr. Jičín	jicin/lukavec-u-horic
Lužany, okr. Jičín	jicin/luzany
Markvartice, okr. Jičín	jicin/markvartice
Miletín, okr. Jičín	jicin/miletin
Zelenecká Lhota, okr. Jičín	jicin/zelenecka-lhota
Sadová, okr. Hradec Králové	hradec-kralove/sadova
Mladějov, okr. Jičín	jicin/mladejov
Mlázovice, okr. Jičín	jicin/mlazovice
Rohoznice, okr. Jičín	jicin/rohoznice
Nemyčeves, okr. Jičín	jicin/nemyceves
Nová Paka, okr. Jičín	jicin/nova-paka
Šárovcova Lhota, okr. Jičín	jicin/sarovcova-lhota
Osek, okr. Jičín	jicin/osek
Ostroměř, okr. Jičín	jicin/ostromer
Ostružno, okr. Jičín	jicin/ostruzno
Pecka, okr. Jičín	jicin/pecka
Svatojanský Újezd, okr. Jičín	jicin/svatojansky-ujezd
Podhorní Újezd a Vojice, okr. Jičín	jicin/podhorni-ujezd-a-vojice
Podhradí, okr. Jičín	jicin/podhradi
Dřevěnice, okr. Jičín	jicin/drevenice
Podůlší, okr. Jičín	jicin/podulsi
Bukvice, okr. Jičín	jicin/bukvice
Soběraz, okr. Jičín	jicin/soberaz
Radim, okr. Jičín	jicin/radim
Litoboř, okr. Náchod	nachod/litobor
Loučky, okr. Semily	semily/loucky
Martinice v Krkonoších, okr. Semily	semily/martinice-v-krkonosich
Anenská Studánka, okr. Ústí nad Orlicí	usti-nad-orlici/anenska-studanka
Lhota, okr. Zlín	zlin/lhota
Samšina, okr. Jičín	jicin/samsina
Sběř, okr. Jičín	jicin/sber
